manner_of_death,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,gender
shot,knife,21.0,Native,Sparta,WI,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,57.0,Hispanic,San Carlos Park,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,27.0,White,Manchester Township,PA,FALSE,other,Car,FALSE,Vehicles,M
shot,gun,62.0,White,Birmingham,AL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,unarmed,40.0,Black,Los Lunas,NM,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,38.0,Black,Lauderhill,FL,FALSE,other,Foot,FALSE,Guns,M
shot,knife,27.0,Hispanic,Santa Maria,CA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,54.0,Black,Danville,VA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,White,Tacoma,WA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,unarmed,51.0,White,Sedona,AZ,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,25.0,White,Church Hill,TN,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,46.0,Hispanic,Los Angeles,CA,FALSE,other,Other,FALSE,Guns,M
shot,gun,20.0,Black,Kansas City,MO,FALSE,attack,Foot,FALSE,Guns,M
shot and Tasered,gun,32.0,White,Kansas City,MO,FALSE,attack,Foot,FALSE,Guns,M
shot,ax,27.0,Asian,San Jose,CA,TRUE,other,Not fleeing,TRUE,Blunt instruments,M
shot,vehicle,21.0,Black,Palmdale,CA,FALSE,other,Car,FALSE,Vehicles,M
shot,gun,60.0,Hispanic,Fort Worth,TX,FALSE,attack,Other,FALSE,Guns,M
shot,gun,44.0,White,Lexington County,SC,FALSE,attack,Car,FALSE,Guns,M
shot,gun,23.0,Black,Charlotte,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,31.0,White,Elko,NV,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,43.0,Black,Pittsburg,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,39.0,White,Scottsville,KY,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,54.0,White,Sherwood,OR,FALSE,attack,Car,FALSE,Guns,M
shot,gun,22.0,Black,Columbus,OH,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,37.0,White,Cave Junction,OR,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,42.0,White,Huntersville,NC,TRUE,other,Not fleeing,TRUE,Guns,M
shot,gun,22.0,Hispanic,El Sereno,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,42.0,Hispanic,Eugene,OR,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,32.0,White,Montpelier,VT,FALSE,undetermined,Foot,FALSE,Guns,M
shot,unknown,30.0,Hispanic,Bedford,TX,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,53.0,White,Gooding,ID,FALSE,attack,Not fleeing,FALSE,Guns,F
shot and Tasered,unarmed,27.0,White,Adams County,CO,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,pellet gun,72.0,Black,Tulsa,OK,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,29.0,Black,Nashua,IA,TRUE,attack,Car,FALSE,Guns,M
shot,gun,34.0,Black,Memphis,TN,FALSE,other,Car,FALSE,Guns,M
shot,gun,26.0,Black,Racine,WI,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,22.0,Hispanic,Phoenix,AZ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,16.0,White,Franklin County,OH,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,gun,31.0,Black,Harrisburg,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,58.0,White,Boonville,IN,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,23.0,White,Fairmont,MN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,44.0,White,Dunwoody,GA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,46.0,White,Lake Wales,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,61.0,Black,Longview,TX,TRUE,other,Not fleeing,FALSE,Unarmed,M
shot,unknown,17.0,White,Overland Park,KS,TRUE,other,Car,FALSE,Unknown,M
shot,unknown,46.0,White,Rockledge,FL,FALSE,other,Car,FALSE,Unknown,M
shot,unknown,35.0,White,Ebey Island,WA,TRUE,other,Not fleeing,FALSE,Unknown,M
shot,gun,36.0,White,Battle Creek,MI,TRUE,other,Not fleeing,FALSE,Guns,M
shot,unknown,28.0,Hispanic,Irving,TX,FALSE,other,Car,FALSE,Unknown,M
shot,unarmed,37.0,White,Sallisaw,OK,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,unknown,47.0,White,Millville,NJ,TRUE,other,Other,FALSE,Unknown,M
shot,gun,35.0,Hispanic,Pueblo,CO,FALSE,attack,Other,TRUE,Guns,M
shot,gun,40.0,White,Tulsa,OK,FALSE,other,Car,FALSE,Guns,M
shot,BB gun,24.0,Black,Chatham County,GA,FALSE,attack,Other,TRUE,Guns,M
shot,pipe,18.0,Hispanic,League City,TX,FALSE,attack,Foot,FALSE,Blunt instruments,M
shot,unarmed,38.0,Black,Bradenton,FL,TRUE,other,Car,FALSE,Unarmed,M
shot,unknown,54.0,White,Idaho Falls,ID,FALSE,other,Foot,FALSE,Unknown,M
shot,unknown,27.0,Hispanic,Sparks,NV,FALSE,other,Foot,FALSE,Unknown,M
shot,gun,62.0,White,Union Township,MI,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,66.0,White,Little Orleans,MD,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,47.0,Hispanic,Houston,TX,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,knife,19.0,Hispanic,San Antonio,TX,FALSE,attack,Other,FALSE,Sharp objects,M
shot,toy weapon,27.0,White,Buford,GA,TRUE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,gun,23.0,White,Austin,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,42.0,Hispanic,Las Vegas,NV,TRUE,other,Other,FALSE,Guns,M
shot,unknown,43.0,Black,Rock Falls,IL,FALSE,attack,Car,FALSE,Unknown,M
shot,knife,42.0,White,Alton,IL,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,knife,45.0,Black,Walton,IN,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,21.0,Black,Jackson,MS,FALSE,attack,Car,FALSE,Unknown,F
shot,gun,43.0,White,San Antonio,TX,TRUE,attack,Not fleeing,FALSE,Guns,F
shot,gun,45.0,White,London,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Black,Baltimore,MD,FALSE,attack,Foot,TRUE,Guns,M
shot,gun,38.0,White,Chamblee,GA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,33.0,White,Conroe,TX,FALSE,attack,Car,FALSE,Guns,M
shot,knife,46.0,Hispanic,Houston,TX,FALSE,attack,Car,FALSE,Sharp objects,M
shot,knife,52.0,Black,Bronx,NY,FALSE,other,Foot,TRUE,Sharp objects,M
shot,knife,46.0,Hispanic,Houston,TX,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,40.0,White,Pink,OK,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,knife,20.0,Hispanic,St. James,MN,FALSE,other,Foot,FALSE,Sharp objects,M
shot,knife,39.0,Hispanic,Arvada,CO,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,35.0,White,Waverly,OH,TRUE,attack,Foot,FALSE,Unarmed,M
shot,unknown,31.0,Black,Harrisburg,PA,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,gun,32.0,Black,Peoria,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,56.0,White,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,37.0,Black,Houston,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,32.0,White,Louisville,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,28.0,Black,Clayton,GA,FALSE,other,Other,FALSE,Sharp objects,M
shot,gun,26.0,White,Helena,MT,TRUE,other,Other,FALSE,Guns,M
shot,knife,27.0,White,Charlotte,NC,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,toy weapon,37.1179309,Black,Atlanta,GA,FALSE,attack,Foot,FALSE,Other unusual objects,M
shot,unarmed,43.0,White,Reading,MA,FALSE,other,Foot,FALSE,Unarmed,M
shot,gun,49.0,White,Gulfport,MS,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,16.0,Black,Los Angeles,CA,FALSE,other,Foot,FALSE,Guns,M
shot,gun,35.0,White,Nice,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,19.0,Hispanic,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,59.0,White,St. Augustine,FL,FALSE,other,Not fleeing,FALSE,Unarmed,M
shot,knife,29.0,Hispanic,Denver,CO,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,unknown,37.0,Hispanic,Los Angeles,CA,FALSE,other,Car,FALSE,Unknown,M
shot and Tasered,unknown,22.0,White,Lantana,FL,FALSE,attack,Car,FALSE,Unknown,M
shot,BB gun,40.0,White,Antioch,CA,FALSE,other,Not fleeing,FALSE,Guns,M
shot,knife,35.0,Hispanic,Grant-Valkaria,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,39.0,Black,Locust Grove,GA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,vehicle,36.0,Black,Atlanta,GA,FALSE,other,Car,FALSE,Vehicles,M
shot,gun,78.0,White,Flagstaff,AZ,FALSE,other,Not fleeing,TRUE,Guns,M
shot,toy weapon,25.0,White,Columbus,OH,FALSE,undetermined,Foot,FALSE,Other unusual objects,M
shot,gun,41.0,White,Aurora,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,63.0,White,Kingman,AZ,FALSE,attack,Not fleeing,TRUE,Guns,M
shot and Tasered,machete,48.0,Black,Tampa,FL,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,42.0,White,Bolton,VT,TRUE,other,Not fleeing,FALSE,Guns,M
shot,gun,39.0,Black,Pittsburgh,PA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,84.0,White,Homestead,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,33.0,Black,Vallejo,CA,FALSE,attack,Foot,FALSE,Unarmed,M
shot,gun and knife,52.0,Asian,Denver,CO,FALSE,other,Not fleeing,FALSE,Multiple,M
shot,gun,48.0,White,Willits,CA,FALSE,other,Car,FALSE,Guns,F
shot,knife,30.0,Black,Merrillville,IN,TRUE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,29.0,White,Kokomo,IN,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,27.0,White,Belton,MO,TRUE,attack,Other,FALSE,Guns,M
shot,gun,41.0,White,Mobile,AL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,57.0,Hispanic,Mesa,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,Native,Montezuma Creek,UT,FALSE,attack,Car,FALSE,Guns,M
shot,gun,58.0,White,Henderson,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,59.0,White,Cocoa Beach,FL,TRUE,undetermined,Other,FALSE,Unknown,M
shot,unknown,39.0,White,Sissonville,WV,TRUE,undetermined,Other,FALSE,Unknown,M
shot,gun,28.0,Black,Inwood,WV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,28.0,White,Hernando,FL,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,unknown,23.0,Hispanic,Las Cruces,NM,FALSE,other,Car,FALSE,Unknown,M
shot,gun,55.0,White,Catoosa,OK,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,33.0,Hispanic,Guadalupe County,TX,FALSE,attack,Car,FALSE,Guns,M
shot,gun,23.0,Hispanic,Austin,TX,TRUE,attack,Other,FALSE,Guns,M
shot,knife,45.0,Black,Denton,TX,FALSE,other,Foot,TRUE,Sharp objects,M
shot,gun,37.0,Black,Fort Washington,MD,FALSE,attack,Car,FALSE,Guns,M
shot,gun,21.0,Black,Montgomery,AL,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,27.0,White,Stutsman County,ND,FALSE,attack,Car,FALSE,Guns,M
shot,gun,39.0,Black,Phoenix,AZ,FALSE,attack,Car,FALSE,Guns,M
shot,gun,37.0,Black,Jackson,MS,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,22.0,Black,Stratford,TX,FALSE,other,Car,FALSE,Unarmed,M
shot,gun,26.0,Black,Church Hill,TN,FALSE,other,Other,FALSE,Guns,M
shot,gun,27.0,White,Phoenix,AZ,FALSE,other,Foot,FALSE,Guns,M
shot,unarmed,37.0,Black,Woodbridge,VA,FALSE,other,Foot,FALSE,Unarmed,M
shot,toy weapon,58.0,White,Evansville,IN,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,toy weapon,62.0,White,Monongalia,WV,FALSE,attack,Not fleeing,TRUE,Other unusual objects,M
shot,knife,25.0,Black,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,sword,36.0,White,Casper,WY,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,37.1179309,Hispanic,Los Angeles,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,27.0,White,Crawford County,OH,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,37.0,White,Gilbert,AZ,FALSE,attack,Other,FALSE,Guns,M
shot,gun,25.0,White,Wamego,KS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,Black,St. Louis,MO,FALSE,attack,Not fleeing,FALSE,Guns,M
shot and Tasered,machete,22.0,White,Los Angeles,CA,TRUE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,29.0,Black,Dallas,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,White,Chester,SC,FALSE,other,Car,TRUE,Guns,M
shot,gun,33.0,White,Coeur d'Alene,ID,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,Black,Orlando,FL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,47.0,Hispanic,Alamosa,CO,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,machete,40.0,Black,Henrico,VA,FALSE,other,Car,FALSE,Sharp objects,M
shot,unknown,29.0,Hispanic,Tucson,AZ,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,unknown,29.0,Hispanic,Bristol Township,PA,FALSE,other,Not fleeing,FALSE,Unknown,M
shot,gun,44.0,White,Glendale,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,36.0,White,Mesa,AZ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,48.0,White,Scottsdale,AZ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unknown,49.0,Black,Clarksville,TX,FALSE,attack,Not fleeing,TRUE,Unknown,M
shot,piece of wood,38.0,Hispanic,Pima County,AZ,FALSE,other,Not fleeing,FALSE,Other unusual objects,F
shot,gun,41.0,Black,Gulfport,MS,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,37.1179309,Hispanic,Abington Township,PA,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,gun,28.0,White,Sandpoint,ID,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,33.0,White,Carroll County,GA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,knife,44.0,White,Lakeland,FL,TRUE,other,Foot,FALSE,Sharp objects,M
shot,gun,65.0,White,Barnwell,AL,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,35.0,White,Oil Springs,KY,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,25.0,White,Farmington,NM,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,40.0,White,North Manchester,IN,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,gun,36.0,White,Terre Haute,IN,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,55.0,White,Pueblo,CO,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,19.0,Hispanic,San Francisco,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,70.0,White,Shelbyville,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,37.0,Black,Clinton,MO,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,53.0,White,Long Beach,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unarmed,84.0,White,Bexar County,TX,FALSE,other,Not fleeing,FALSE,Unarmed,F
shot and Tasered,pick-axe,46.0,Hispanic,Austin,TX,TRUE,other,Not fleeing,FALSE,Piercing objects,M
shot,gun,29.0,Black,Spotsylvania,VA,FALSE,attack,Other,FALSE,Guns,M
shot,gun,27.0,Native,Pilot Station,AK,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,32.0,White,Tarpon Springs,FL,FALSE,other,Not fleeing,FALSE,Sharp objects,F
shot,gun,27.0,Hispanic,Phoenix,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot,knife,38.0,Asian,Arlington,TX,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,gun,20.0,Black,Hillsboro,OR,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,45.0,Hispanic,Fontana,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,32.0,White,Oakland,CA,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,48.0,Hispanic,Fort Sumner,NM,FALSE,other,Foot,FALSE,Guns,M
shot,gun,57.0,Hispanic,Midland,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,34.0,Black,Elgin,IL,TRUE,other,Car,TRUE,Sharp objects,F
shot,gun,16.0,White,Midland,MI,TRUE,attack,Foot,FALSE,Guns,M
shot,gun,47.0,White,Blackman Township,MI,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,61.0,White,Lexington,NC,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,32.0,White,West Fargo,ND,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,31.0,White,Colorado Springs,CO,FALSE,other,Not fleeing,FALSE,Guns,M
shot and Tasered,baseball bat,46.0,Black,Manhasset,NY,FALSE,attack,Not fleeing,FALSE,Blunt instruments,M
shot and Tasered,baton,27.0,Black,Tulare,CA,TRUE,attack,Foot,FALSE,Blunt instruments,M
shot,gun,31.0,White,Sandy,UT,FALSE,other,Not fleeing,FALSE,Guns,M
shot,unknown,26.0,White,Keizer,OR,FALSE,other,Foot,FALSE,Unknown,M
shot,unarmed,31.0,Black,East Baton Rouge,LA,TRUE,attack,Not fleeing,FALSE,Unarmed,M
shot and Tasered,unarmed,27.0,Black,Casa Grande,AZ,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,49.0,Black,Clarksville,TN,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,26.0,White,Jonesborough,TN,TRUE,other,Foot,FALSE,Sharp objects,M
shot,knife,28.0,White,Elk Plain,WA,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,ax,62.0,White,Burnsville,NC,FALSE,other,Other,FALSE,Blunt instruments,M
shot,gun,50.0,Hispanic,Valley View,CA,FALSE,other,Car,FALSE,Guns,M
shot,unarmed,23.0,Black,Sacramento,CA,FALSE,other,Foot,TRUE,Unarmed,M
shot,knife,40.0,Hispanic,South El Monte,CA,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,50.0,Native,Utica,KY,FALSE,attack,Other,FALSE,Guns,M
shot,crossbow,50.0,White,Lone Rock,AR,FALSE,other,Not fleeing,FALSE,Piercing objects,M
shot,unarmed,27.0,Asian,Denver,CO,FALSE,other,Car,FALSE,Unarmed,M
shot and Tasered,knife,35.0,Black,Greenville,SC,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,32.0,White,Scott County,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,56.0,White,Timberlake,NC,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,White,Winter Haven,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,56.0,White,Princeton,NJ,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,39.0,Native,Owasso,OK,TRUE,attack,Not fleeing,TRUE,Guns,M
shot,knife,47.0,White,Mannford,OK,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,25.0,White,Amelia Island,FL,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,21.0,Asian,San Francisco,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,18.0,Hispanic,Littlefield,TX,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,gun,36.0,Hispanic,Aurora,IL,FALSE,attack,Foot,FALSE,Guns,M
shot,unarmed,35.0,Black,Greenspoint,TX,TRUE,attack,Not fleeing,FALSE,Unarmed,M
shot,gun,29.0,White,Abilene,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,20.0,Hispanic,Childress,TX,FALSE,attack,Foot,FALSE,Guns,M
shot,unknown,30.0,Black,Largo,FL,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,unknown,40.0,White,Genesee Township,MI,FALSE,other,Car,FALSE,Unknown,M
shot,incendiary device,48.0,Hispanic,Douglas,AZ,FALSE,other,Not fleeing,FALSE,Explosives,M
shot and Tasered,knife,23.0,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unarmed,42.0,White,Nikolaevsk,AK,FALSE,attack,Not fleeing,FALSE,Unarmed,M
shot,knife,20.0,Native,Anchorage,AK,FALSE,other,Foot,FALSE,Sharp objects,M
shot,gun,25.0,White,Columbus,OH,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,28.0,Hispanic,Austin,TX,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,White,Wise County,VA,FALSE,other,Car,FALSE,Guns,M
shot,gun,41.0,Hispanic,Sanford,NC,FALSE,attack,Not fleeing,TRUE,Guns,M
shot,unarmed,24.0,White,Midway,FL,TRUE,attack,Other,TRUE,Unarmed,M
shot,unknown,29.0,White,Nampa,ID,FALSE,undetermined,Not fleeing,FALSE,Unknown,M
shot,vehicle,33.0,White,Montgomery,AL,FALSE,attack,Car,FALSE,Vehicles,F
shot,gun,44.0,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun and knife,31.0,White,Stillwater,OK,TRUE,other,Not fleeing,FALSE,Multiple,M
shot,gun,26.0,White,Lower Macungie Township,PA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,51.0,White,Elizabethtown,KY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,unknown,64.0,White,Sylacauga,AL,FALSE,attack,Car,FALSE,Unknown,M
shot,gun,29.0,White,Swansea,SC,TRUE,other,Car,FALSE,Guns,M
shot,knife,61.0,White,Surprise,AZ,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,44.0,Hispanic,Pasadena,TX,TRUE,attack,Other,TRUE,Guns,M
shot,gun,39.0,Black,Charleston,WV,TRUE,attack,Car,FALSE,Guns,M
shot,gun,35.0,White,Clarksville,TN,FALSE,other,Other,FALSE,Guns,M
shot and Tasered,knife,39.0,White,Las Vegas,NV,FALSE,other,Not fleeing,TRUE,Sharp objects,M
shot,gun,60.0,Black,Winston-Salem,NC,FALSE,other,Not fleeing,FALSE,Guns,M
shot,toy weapon,42.0,White,Atwater,CA,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
shot,machete,27.0,White,Guthrie,OK,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot,unknown,21.0,Hispanic,Reno,NV,FALSE,attack,Not fleeing,FALSE,Unknown,M
shot,gun,33.0,Hispanic,San Antonio,TX,FALSE,other,Not fleeing,FALSE,Guns,M
shot,gun,60.0,Black,New Llano,LA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,24.0,White,Goodbee,LA,FALSE,attack,Car,FALSE,Guns,M
shot,gun,41.0,Black,Tampa,FL,FALSE,attack,Car,FALSE,Guns,M
shot,knife,41.0,Black,Greenville,NC,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Black,Jackson,MI,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,knife,23.0,Hispanic,Brownsville,TX,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,knife,38.0,White,Belton,MO,FALSE,other,Other,FALSE,Sharp objects,M
shot,gun,58.0,White,Phoenix,AZ,FALSE,other,Foot,FALSE,Guns,M
shot,gun,49.0,White,Huntsville,AL,TRUE,undetermined,Not fleeing,TRUE,Guns,M
shot,knife,27.0,Black,Okmulgee,OK,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,34.0,Hispanic,Corpus Christi,TX,FALSE,other,Foot,FALSE,Guns,M
shot,metal pipe,34.0,Black,New York,NY,TRUE,attack,Not fleeing,FALSE,Blunt instruments,M
shot,gun,44.0,White,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE,Guns,F
shot,gun,30.0,White,Mesa,AZ,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,81.0,White,Greece,NY,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,gun,40.0,White,Volant,PA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,27.0,Black,South Bend,IN,FALSE,other,Not fleeing,FALSE,Sharp objects,M
shot,vehicle,26.0,Black,Barstow,CA,FALSE,attack,Not fleeing,FALSE,Vehicles,M
shot,gun,18.0,Asian,Fremont,CA,FALSE,attack,Foot,FALSE,Guns,M
shot,gun,59.0,White,Reynoldsville,WV,FALSE,other,Foot,TRUE,Guns,M
shot,knife,56.0,Hispanic,South Bend,IN,TRUE,other,Not fleeing,FALSE,Sharp objects,M
shot,gun,22.0,Hispanic,Las Vegas,NV,TRUE,attack,Not fleeing,FALSE,Guns,M
shot,gun,34.0,Asian,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,23.0,White,Searcy County,AR,FALSE,attack,Foot,FALSE,Sharp objects,M
shot,gun,36.0,White,Federal Way,WA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,knife,48.0,White,Portland,OR,TRUE,other,Other,FALSE,Sharp objects,M
shot,gun,33.0,White,Oroville,CA,FALSE,attack,Not fleeing,FALSE,Guns,M
shot,toy weapon,24.0,Hispanic,Cathedral City,CA,FALSE,attack,Not fleeing,FALSE,Other unusual objects,M
shot,unarmed,25.0,Black,Danville,VA,FALSE,other,Other,TRUE,Unarmed,M
shot,screwdriver,20.0,Black,West Valley City,UT,FALSE,other,Foot,TRUE,Piercing objects,M
shot,screwdriver,45.0,White,Louisville,KY,FALSE,other,Not fleeing,TRUE,Piercing objects,M
shot,gun,29.0,White,Reseda,CA,FALSE,other,Foot,TRUE,Guns,M
shot,gun,34.0,White,Oaks,OK,FALSE,other,Not fleeing,TRUE,Guns,M
shot and Tasered,knife,23.0,White,Troy,MI,FALSE,attack,Not fleeing,FALSE,Sharp objects,M
shot and Tasered,knife,29.0,White,Billings,MT,FALSE,attack,Not fleeing,TRUE,Sharp objects,M
shot,toy weapon,44.0,White,Billings,MT,FALSE,other,Not fleeing,FALSE,Other unusual objects,M
